User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
terraform-admin,ASIA4JX3H7RH5RSUVADJ,2025-12-13T19:32:49Z,elasticloadbalancing.amazonaws.com,DeleteTargetGroup,ap-south-1,223.178.85.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::TargetGroup"",""resourceName"":""arn:aws:elasticloadbalancing:ap-south-1:845561723983:targetgroup/Mumbai-CentOS-tg-alb-13-Dec-25/70e8a9fcbaaee3f6""}]",e03a97fd-72ae-4aca-9169-3952a7f69725,5a5c5a94-462f-44df-ab64-47288cab8e31,false,AwsApiCall,845561723983,Management
terraform-admin,ASIA4JX3H7RH5RSUVADJ,2025-12-13T19:32:49Z,elasticloadbalancing.amazonaws.com,DeleteTargetGroup,ap-south-1,223.178.85.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",ResourceInUseException,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::TargetGroup"",""resourceName"":""arn:aws:elasticloadbalancing:ap-south-1:845561723983:targetgroup/mum-ubuntu-tg-13-Dec-2025/27d7e54690c76eae""}]",14636714-aa1c-4d0d-a3b8-9cbfd4f59f32,794b19d2-0481-4d0c-b108-43e18573383e,false,AwsApiCall,845561723983,Management
ElasticLoadBalancing,,2025-12-13T19:32:46Z,ec2.amazonaws.com,DeleteNetworkInterface,ap-south-1,elasticloadbalancing.amazonaws.com,elasticloadbalancing.amazonaws.com,Client.InvalidParameterValue,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0bbf162f4c19d5272""}]",1b2e6b5e-84f8-4b20-a180-469e029a06e5,e7884ead-5b44-43f4-87ba-f7442775544c,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:45Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",80e2899d-104a-40c2-9498-3defc934e0ad,74e1c52f-ac22-4b5d-a6f8-e00489bd91de,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:43Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",12191fcc-cbd5-4f5f-85bb-71fd6c043745,024cdb3a-c14b-4169-baea-7369bd906ce4,false,AwsApiCall,845561723983,Management
terraform-admin,ASIA4JX3H7RH5RSUVADJ,2025-12-13T19:32:41Z,elasticloadbalancing.amazonaws.com,DeleteLoadBalancer,ap-south-1,223.178.85.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::LoadBalancer"",""resourceName"":""arn:aws:elasticloadbalancing:ap-south-1:845561723983:loadbalancer/app/mum-ubuntu-alb-13-dec-25/edb225750f7e6476""}]",d0277bbe-d7f7-47e0-83cf-665b5452f7a4,612d41a7-afdf-4a34-8f44-eb1610a48271,false,AwsApiCall,845561723983,Management
terraform-admin,ASIA4JX3H7RH5RSUVADJ,2025-12-13T19:32:41Z,elasticloadbalancing.amazonaws.com,DeleteLoadBalancer,ap-south-1,223.178.85.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::LoadBalancer"",""resourceName"":""arn:aws:elasticloadbalancing:ap-south-1:845561723983:loadbalancer/app/mum-centos-alb-13-dec-25/587d842c29bf571d""}]",4cdd0d4c-47d2-4c17-9456-c48e094e603e,ba08e0ef-23f6-4aa0-bf48-28b546891ce9,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:35Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",64ba0cfd-7127-4ae0-966a-251787eddc07,5dbda590-8736-4cb6-ae7c-f1b6c7dcf3aa,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:33Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",ec9eedc8-6d52-4950-af66-c4c073f98979,5e9d1474-74c1-48aa-8a65-1e17da4ee5a9,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:24Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",3e4adb6c-27e4-4f5f-b4be-7e77241147dc,0ebc11f4-77cf-4f73-96ab-74fa7ec9fa26,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:22Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",63a26da0-cd57-4fef-be39-84c7e8326fd5,a0656822-bb50-4907-a8f7-1045fba3c021,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:14Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",2d2e3201-098b-4652-bfc6-780a3cd8fa03,85747640-fb79-4855-9ed0-da793ae5a72d,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:12Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",d46a2851-d5e6-4e9d-87b3-1e8d6e6e537a,b7619738-334b-4d0d-b07f-a75662438f01,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:06Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",7be168d8-9d1b-48b4-aa21-e7a1b4c492a8,b37bea0b-9658-4127-91b7-72165d2a238a,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:02Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",e8223886-4303-440a-888e-78dfecf12544,3b3a7378-e3c9-418f-b14e-486e468b8767,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:32:02Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",5f3db938-6762-4fb5-91a0-2e5d208d2a46,532d47e5-a72b-4067-9e3b-4d77f346144a,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:59Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",70a117c6-500f-41af-83cb-0db6a54931ba,15c9bff5-0ca9-4fdf-afe3-031ebc1b6f4b,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:58Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",4668b7d6-949e-46b6-a199-36009fffbfb1,13556850-3e6b-4f24-a7e4-dfd412635401,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:57Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",af4e6fec-7533-439e-8d4c-2d89bfae5764,8f25edc2-e514-4ed7-9d25-496f4dae8987,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:55Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",307195fa-e5c3-4272-aa02-58ce749eff93,39136190-3bf0-4a69-b016-3909716c9f67,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:52Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",84d23702-c4dd-4e47-b2d7-7942da375412,9df39204-c266-4b65-984c-be39b1c976e2,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:45Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",3643c225-1067-4dd9-8446-b14d9827ef3f,c100a534-79b1-4de2-b56f-e227b717c619,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:41Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",77d09ac2-803c-479f-9478-3427dbf8d3bb,f1e77573-f353-48fc-a8d7-f49c0e51f684,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:35Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/5.100.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.36.3 ua/2.1 os/windows lang/go#1.23.10 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.224.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e909b9b694d96c9c""}]",ebc674c8-3e5a-493d-8b59-661c0430846e,a29bfba6-f611-46d4-b351-01c07eff5722,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:33Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",bcaf9958-252b-40be-9f86-3a00c6e1ae31,537ab45a-7d98-481d-8f62-a4cd001abfae,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:29Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",48848ae1-3686-4246-978c-7ae8f2d72835,10d8d806-0cd7-45c1-bb22-e26384f2bf47,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:26Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",f997f9c6-3e47-4726-b325-d0e7040e557d,1977123f-0a20-4df4-890c-80f72c3bbb78,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:25Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",9bf6f646-d606-49e5-8aae-45abc61265d5,03b2df3d-be08-4ac1-8560-d028674faffc,false,AwsApiCall,845561723983,Management
terraform-admin,AKIA4JX3H7RH5MBWTNE2,2025-12-13T19:31:25Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,223.178.85.116,APN/1.0 HashiCorp/1.0 Terraform/1.13.4 (+https://www.terraform.io) terraform-provider-aws/6.26.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go-v2/1.41.0 ua/2.1 os/windows lang/go#1.24.11 md/GOOS#windows md/GOARCH#amd64 api/ec2#1.276.1 m/n,Client.DependencyViolation,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-08444afec2978a589""}]",2434cf6b-5481-46e6-ad7c-a6aa053944b0,45eb864b-b10b-45d0-b090-918c3aa3aa1f,false,AwsApiCall,845561723983,Management
